,papel,cotacao,pByL,pByVp,psr,dividendYield,pByAtivo,pByCapitalGiro,pByEbit,pByAtivoCircLiq,evByEbit,evByEbitda,margemEbit,margemLiq,liqCorr,roic,roe,liqDoisMeses,patrimonioLiquido,dividaBrutaByPatrimonio,crescRec,setor,industria,nomeEmpresaLongo,nomeEmpresa,smallcap,evByEbitRanking,roicRanking,magicRanking
841,PCAR4,72.11,24.22,1.42,0.379,0.0,0.393,14.69,5.4,-1.28,5.62,3.54,7.01,1.87,1.08,11.57,5.88,0.0,13649000000.0,0.66,3.2,,,,,False,165,304,469
487,CEDO4,5.36,4.49,0.39,0.059,0.0,0.069,-1.12,0.91,-0.22,4.12,3.14,6.51,0.97,0.89,9.51,8.6,47608.3,138726000.0,1.52,7.29,Consumer Cyclical,Textile Manufacturing,Companhia de Fiação e Tecidos Cedro e Cachoeira S.A.,CEDRO       PN      N1,True,105,364,469
529,ENBR3,20.8,5.6,1.08,0.64,7.45,0.362,4.19,3.55,-1.08,5.87,4.79,18.02,12.54,1.41,11.84,19.37,74362400.0,11151400000.0,0.95,9.68,Utilities,Utilities—Renewable,EDP - Energias do Brasil S.A.,ENERGIAS BR ON      NM,False,177,292,469
498,NEOE3,16.0,4.95,0.81,0.45,2.74,0.226,10.55,2.19,-0.49,5.91,4.82,20.55,9.42,1.09,11.88,16.43,18443900.0,23886000000.0,1.62,18.49,Utilities,Utilities—Regulated Electric,Neoenergia S.A.,NEOENERGIA  ON      NM,False,180,291,471
904,DMVF3,3.86,38.98,0.24,0.18,0.0,0.133,2.9,2.37,-0.85,1.7,0.82,7.6,0.46,1.2,7.0,0.61,430065.0,823207000.0,0.08,0.0,Healthcare,Pharmaceutical Retailers,d1000 Varejo Farma Participações S.A.,D1000VFARMA ON      NM,False,41,431,472
648,KLBN11,24.32,9.05,4.76,1.658,2.92,0.649,3.28,5.05,-1.3,8.92,5.95,32.81,20.66,2.49,17.36,52.61,138881000.0,5739570000.0,5.11,16.54,Basic Materials,Paper & Paper Products,Klabin S.A.,KLABIN S/A  UNT     N2,False,303,170,473
497,ROMI3,13.6,4.89,1.04,0.721,6.45,0.51,1.7,4.81,5.71,6.78,5.63,14.98,14.76,2.02,12.56,21.15,12812800.0,963288000.0,0.6,18.66,Industrials,Industrial Distribution,Indústrias Romi S.A.,INDS ROMI   ON      NM,False,216,257,473
700,TUPY3,18.54,11.73,0.99,0.425,2.33,0.413,1.16,4.78,149.51,6.54,4.01,8.89,3.62,2.54,12.32,8.47,12402200.0,2690750000.0,0.77,11.2,Consumer Cyclical,Auto Parts,Tupy S.A.,TUPY        ON      NM,False,205,270,475
471,PTPA4,80.0,3.86,1.19,0.528,0.0,0.392,2.38,3.79,-1.33,7.23,5.45,13.93,13.69,1.79,13.27,30.85,0.0,1201690000.0,1.59,18.08,,,,,False,237,241,478
604,CPFE3,29.65,7.73,2.32,0.909,12.48,0.554,17.78,5.04,-1.1,7.2,5.94,18.04,12.01,1.14,13.04,29.96,70515700.0,14756100000.0,1.33,8.76,Utilities,Utilities—Regulated Electric,CPFL Energia S.A.,CPFL ENERGIAON      NM,False,232,247,479
542,CEDO3,7.13,5.97,0.51,0.078,0.0,0.091,-1.49,1.2,-0.29,4.42,3.37,6.51,0.97,0.89,9.51,8.6,8590.0,138726000.0,1.52,7.29,Consumer Cyclical,Textile Manufacturing,Companhia de Fiação e Tecidos Cedro e Cachoeira S.A.,CEDRO       ON      N1,True,121,363,484
539,DXCO3,13.49,5.95,1.79,1.256,8.63,0.765,7.96,6.58,-3.39,8.15,5.6,19.09,21.12,1.38,15.07,30.09,52892000.0,5733580000.0,0.67,17.41,Basic Materials,Lumber & Wood Production,Dexco S.A.,DEXCO       ON      NM,False,278,206,484
670,SLCE3,50.86,10.14,3.01,1.927,1.87,0.842,8.97,6.65,-2.89,8.03,7.42,28.98,20.19,1.3,14.81,29.65,78258200.0,3595110000.0,0.83,24.97,Consumer Defensive,Farm Products,SLC Agrícola S.A.,SLC AGRICOLAON      NM,False,273,212,485
623,TEND3,11.7,8.19,0.82,0.451,1.52,0.267,0.72,3.68,-3.98,4.58,4.14,12.24,5.38,2.56,9.62,10.06,16705900.0,1480680000.0,0.9,19.58,Real Estate,Real Estate—Development,Construtora Tenda S.A.,TENDA       ON      NM,False,129,357,486
791,EQPA5,7.3,17.16,4.47,2.168,4.25,1.26,7.88,9.23,-4.65,10.43,8.75,23.48,12.63,1.56,18.92,26.05,264.66,3607190000.0,1.3,8.38,Utilities,Utilities—Regulated Electric,Equatorial Pará Distribuidora de Energia S.A.,EQTL PARA   PNA,False,343,145,488
671,KLBN3,5.51,10.25,5.39,1.878,2.57,0.736,3.72,5.72,-1.47,9.59,6.4,32.81,20.66,2.49,17.36,52.61,665128.0,5739570000.0,5.11,16.54,Basic Materials,Paper & Paper Products,Klabin S.A.,KLABIN S/A  ON      N2,False,322,169,491
32,BRTP3,35.71,-67.26,2.45,1.168,0.0,0.684,8.98,6.03,-2.4,7.55,7.55,19.37,-2.96,1.29,13.41,-3.64,0.0,5302340000.0,0.91,3.66,,,,,False,251,240,491
545,PFRM3,4.63,6.04,0.52,0.092,5.84,0.149,0.62,2.46,5.94,4.38,2.91,3.76,1.57,1.6,8.95,8.54,419514.0,1111030000.0,0.57,10.84,Healthcare,Medical Distribution,Profarma Distribuidora de Produtos Farmacêuticos S.A.,PROFARMA    ON      NM,False,118,377,495
590,CSMG3,14.24,7.3,0.81,0.936,5.24,0.426,6.94,4.27,-1.66,6.27,4.08,21.91,12.83,1.39,11.5,11.15,18639400.0,6654040000.0,0.6,8.21,Utilities,Utilities—Regulated Water,Companhia de Saneamento de Minas Gerais,COPASA      ON      NM,False,190,307,497
677,TCOC4,27.2,10.43,1.26,1.558,0.0,0.915,2.65,10.14,3.07,7.89,7.89,15.37,14.93,2.53,13.98,12.06,0.0,2812920000.0,0.04,16.71,,,,,False,270,227,497
569,CIQU3,12.49,6.63,1.05,0.413,0.0,0.515,3.33,4.25,7.55,7.5,5.23,9.72,6.22,1.36,12.7,15.87,0.0,296175000.0,0.84,16.23,,,,,True,246,254,500
570,CIQU4,12.49,6.63,1.05,0.413,0.0,0.515,3.33,4.25,7.55,7.5,5.23,9.72,6.22,1.36,12.7,15.87,0.0,296175000.0,0.84,16.23,,,,,True,247,253,500
160,ESTR3,40.0,-1.67,-0.06,0.182,0.0,0.118,-0.06,1.35,-0.05,4.85,4.45,13.52,-10.91,0.23,9.42,3.83,0.0,-505460000.0,-0.17,1.94,Consumer Cyclical,Leisure,Manufatura de Brinquedos Estrela S.A.,ESTRELA     ON,True,136,365,501
515,CMIG4,12.99,5.34,1.09,0.713,9.05,0.414,7.96,4.3,-1.12,5.9,4.92,16.58,13.36,1.26,10.98,20.34,96719800.0,20262200000.0,0.56,9.89,Utilities,Utilities—Diversified,Companhia Energética de Minas Gerais,CEMIG       PN      N1,False,179,323,502
735,SOJA3,15.5,13.57,2.9,2.082,0.0,1.83,3.71,12.9,4.16,12.04,11.86,16.14,15.35,2.57,21.82,21.36,5475880.0,626668000.0,0.2,0.0,Basic Materials,Agricultural Inputs,Boa Safra Sementes S.A.,BOA SAFRA   ON      NM,False,384,120,504
37,PEFX5,19.0,-52.04,1.68,0.477,0.0,0.597,20.34,5.75,-3.18,6.59,0.0,8.3,-0.92,1.07,11.77,-3.24,0.0,396955000.0,0.31,4.36,,,,,False,207,297,504
36,PEFX3,19.0,-52.04,1.68,0.477,0.0,0.597,20.34,5.75,-3.18,6.59,0.0,8.3,-0.92,1.07,11.77,-3.24,0.0,396955000.0,0.31,4.36,,,,,False,206,300,506
355,MNDL4,0.38,0.02,-0.01,0.001,0.0,0.001,-0.0,0.01,-0.0,3.22,2.76,12.31,5.87,0.4,7.19,-33.94,0.0,-115403000.0,-2.33,9.89,,,,,True,81,427,508
806,B3SA3,14.44,18.73,3.92,8.583,5.77,1.614,8.89,13.59,-13.37,12.05,10.35,63.16,45.83,1.64,21.23,20.92,604571000.0,22580300000.0,0.62,33.84,Financial Services,Financial Data & Stock Exchanges,"B3 S.A. - Brasil, Bolsa, Balcão",B3          ON      NM,False,385,124,509
436,ELPL4,15.98,2.76,1.33,0.153,0.0,0.096,34.83,1.38,-0.15,3.91,2.98,11.04,5.53,1.01,8.0,47.99,0.0,2378300000.0,2.89,10.16,,,,,False,96,414,510
82,CIEL3,2.47,-13.29,0.66,0.574,6.88,0.067,0.56,3.54,-7.21,3.91,2.47,16.22,-2.71,1.16,7.64,-5.0,84976400.0,10098300000.0,0.62,-8.62,Technology,Information Technology Services,Cielo S.A.,CIELO       ON      NM,False,97,419,516
849,CRUZ3,27.59,25.31,22.46,6.614,0.0,7.185,62.03,20.74,124.93,20.75,19.27,31.89,26.13,1.19,46.8,88.76,0.0,1877350000.0,0.63,3.04,,,,,False,502,14,516
667,TCSL4,7.82,9.95,0.83,1.105,0.0,0.475,8.93,5.69,-2.2,5.61,2.18,19.44,11.11,1.34,9.67,8.33,0.0,22847800000.0,0.14,2.29,,,,,False,163,356,519
651,COCE5,57.72,9.2,1.29,0.554,6.27,0.4,-29.66,4.0,-1.01,7.06,5.41,13.86,6.02,0.96,11.77,14.01,713557.0,3486800000.0,1.07,13.61,Utilities,Utilities—Regulated Electric,Companhia Energética do Ceará - Coelce,COELCE      PNA,False,222,299,521
798,LJQQ3,7.61,18.27,2.68,0.723,1.86,0.546,1.85,7.29,-4.84,6.53,4.69,9.91,3.95,1.76,11.0,14.69,27241900.0,530972000.0,0.56,0.0,Consumer Cyclical,Specialty Retail,Lojas Quero-Quero S.A.,QUERO-QUERO ON      NM,False,203,321,524
530,TRIS3,4.78,5.61,0.72,1.042,5.04,0.384,0.71,4.8,1.21,5.9,5.87,21.69,20.46,3.5,9.94,12.82,8292900.0,1241240000.0,0.48,22.85,Real Estate,Real Estate Services,Trisul S.A.,TRISUL      ON      NM,False,178,346,524
547,TIET11,17.44,6.09,3.13,3.01,0.0,0.638,1434.52,5.02,-1.05,8.78,6.62,59.93,49.91,1.0,13.97,51.45,0.0,2222740000.0,2.67,7.76,,,,,False,298,229,527
64,TXRX3,28.0,-20.1,-0.38,0.802,0.0,0.559,-0.45,4.02,-0.28,12.56,10.74,19.93,-3.99,0.26,20.57,1.91,439.02,-311100000.0,-0.81,15.22,Consumer Cyclical,Textile Manufacturing,Têxtil Renauxview S.A.,TEX RENAUX  ON,True,398,129,527
548,TIET3,3.49,6.09,3.13,3.012,0.0,0.638,1435.34,5.03,-1.05,8.78,6.63,59.93,49.91,1.0,13.97,51.45,0.0,2222740000.0,2.67,7.76,,,,,False,299,230,529
654,COCE3,58.92,9.39,1.32,0.566,6.14,0.408,-30.28,4.08,-1.03,7.14,5.48,13.86,6.02,0.96,11.77,14.01,0.0,3486800000.0,1.07,13.61,Utilities,Utilities—Regulated Electric,Companhia Energética do Ceará - Coelce,COELCE      ON,False,229,301,530
552,TIET4,3.51,6.13,3.15,3.029,0.0,0.642,1443.57,5.06,-1.05,8.81,6.65,59.93,49.91,1.0,13.97,51.45,0.0,2222740000.0,2.67,7.76,,,,,False,301,231,532
808,WEGE4,16.1,18.84,4.97,2.868,0.0,2.824,8.43,15.53,11.22,15.2,13.58,18.47,15.52,2.01,23.4,26.36,0.0,13605000000.0,0.13,24.48,,,,,False,435,99,534
137,ESTR4,67.18,-2.81,-0.11,0.306,0.0,0.198,-0.11,2.27,-0.09,5.77,5.29,13.52,-10.91,0.23,9.42,3.83,0.0,-505460000.0,-0.17,1.94,Consumer Cyclical,Leisure,Manufatura de Brinquedos Estrela S.A.,ESTRELA     PN,True,170,366,536
718,BALM4,9.85,12.79,0.81,0.674,4.16,0.444,1.08,6.59,1.79,5.44,4.42,10.23,4.31,2.57,8.74,6.31,7564.61,119668000.0,0.2,8.74,Healthcare,Medical Instruments & Supplies,Baumer S.A.,BAUMER      PN,True,157,384,541
506,ENGI4,7.0,5.22,1.45,0.496,11.29,0.246,4.16,2.82,-0.46,6.5,5.1,17.58,10.46,1.28,10.12,27.84,172992.0,8748260000.0,2.4,16.79,Utilities,Utilities—Renewable,Energisa S.A.,ENERGISA    PN      N2,False,199,342,541
423,MNDL3,38.0,2.41,-0.82,0.141,0.0,0.077,-0.16,1.15,-0.1,4.36,3.73,12.31,5.87,0.4,7.19,-33.94,44153.7,-115403000.0,-2.33,9.89,Consumer Defensive,Household & Personal Products,Mundial S.A. - Produtos de Consumo,MUNDIAL     ON,True,117,428,545
859,AMBV4,86.8,26.59,8.74,8.027,0.0,5.253,144.02,20.54,-37.72,20.36,18.35,39.08,30.76,1.18,32.43,32.88,0.0,31105700000.0,0.1,21.73,,,,,False,494,52,546
860,AMBV3,87.0,26.65,8.76,8.045,0.0,5.266,144.35,20.59,-37.8,20.41,18.39,39.08,30.76,1.18,32.43,32.88,0.0,31105700000.0,0.1,21.73,,,,,False,495,51,546
441,CPLE3,6.3,3.04,0.8,0.754,18.9,0.346,7.87,4.42,-1.08,5.85,4.62,17.07,25.25,1.22,9.27,26.26,7141650.0,21564100000.0,0.49,12.7,Utilities,Utilities—Diversified,Companhia Paranaense de Energia - COPEL,COPEL       ON      N2,False,176,373,549
669,SIMH3,9.93,10.11,2.36,0.599,1.59,0.173,0.51,2.69,-0.45,7.79,5.8,22.25,9.58,3.3,11.97,23.39,21351600.0,3516080000.0,9.78,20.18,Industrials,Conglomerates,SIMPAR S.A.,SIMPAR      ON      NM,False,266,286,552
145,MMXM3,14.0,-2.17,-0.11,0.0,0.0,0.71,-0.1,4.7,-0.09,18.64,18.64,0.0,0.0,0.01,25.93,4.97,0.0,-842661000.0,-0.32,-28.51,Basic Materials,Other Industrial Metals & Mining,MMX Mineração e Metálicos S.A.,MMX MINER   ON      NM,True,479,75,554
769,ENMT3,81.77,15.51,6.42,2.609,6.71,1.622,32.1,10.26,-3.43,12.49,10.93,25.44,16.82,1.23,17.66,41.39,278489.0,2788090000.0,1.56,13.5,Utilities,Utilities—Regulated Electric,Energisa Mato Grosso - Distribuidora de Energia S/A,ENERGISA MT ON,False,396,160,556
770,ENMT4,81.79,15.52,6.42,2.61,6.01,1.622,32.11,10.26,-3.43,12.5,10.93,25.44,16.82,1.23,17.66,41.39,1764.95,2788090000.0,1.56,13.5,Utilities,Utilities—Regulated Electric,Energisa Mato Grosso - Distribuidora de Energia S/A,ENERGISA MT PN,False,397,159,556
746,TNCP4,182.6,14.42,2.49,3.091,0.0,1.696,52.65,11.85,-22.3,11.88,8.72,26.08,21.44,1.15,16.48,17.29,0.0,13081500000.0,0.09,97.79,,,,,False,378,179,557
606,EQTL3,25.35,7.79,2.4,1.29,2.54,0.515,3.81,5.57,-1.3,7.95,6.94,23.17,19.33,1.61,11.95,30.77,189517000.0,11941100000.0,1.83,27.74,Utilities,Utilities—Regulated Electric,Equatorial Energia S.A.,EQUATORIAL  ON      NM,False,271,287,558
511,ELPL5,30.5,5.28,2.53,0.292,0.0,0.184,66.48,2.64,-0.28,5.17,3.93,11.04,5.53,1.01,8.0,47.99,0.0,2378300000.0,2.89,10.16,,,,,False,148,412,560
507,ELPL6,30.2,5.22,2.51,0.289,0.0,0.182,65.82,2.61,-0.28,5.14,3.91,11.04,5.53,1.01,8.0,47.99,0.0,2378300000.0,2.89,10.16,,,,,False,147,413,560
581,CMIG3,17.2,7.07,1.44,0.944,6.84,0.548,10.54,5.69,-1.49,7.29,6.08,16.58,13.36,1.26,10.98,20.34,6286910.0,20262200000.0,0.56,9.89,Utilities,Utilities—Diversified,Companhia Energética de Minas Gerais,CEMIG       ON      N1,False,240,322,562
749,TNCP3,184.85,14.59,2.52,3.129,0.0,1.717,53.3,12.0,-22.58,12.03,8.83,26.08,21.44,1.15,16.48,17.29,0.0,13081500000.0,0.09,97.79,,,,,False,382,180,562
490,LIGT3,9.61,4.71,0.41,0.237,4.59,0.132,0.82,1.91,-0.36,5.76,4.28,12.36,5.02,2.05,8.53,8.68,23416400.0,8749760000.0,1.22,7.58,Utilities,Utilities—Renewable,Light S.A.,LIGHT S/A   ON      NM,False,169,395,564
448,CPLE11,34.88,3.37,0.89,0.835,0.0,0.383,8.71,4.89,-1.2,6.32,4.99,17.07,25.25,1.22,9.27,26.26,14849900.0,21564100000.0,0.49,12.7,Utilities,Utilities—Diversified,Companhia Paranaense de Energia - COPEL,COPEL       UNT     N2,False,192,372,564
555,ENGI11,41.83,6.23,1.74,0.593,9.44,0.294,4.97,3.37,-0.54,7.06,5.53,17.58,10.46,1.28,10.12,27.84,80701600.0,8748260000.0,2.4,16.79,Utilities,Utilities—Renewable,Energisa S.A.,ENERGISA    UNT     N2,False,225,340,565
734,FLRY3,17.85,13.56,3.13,1.5,1.28,0.929,7.78,7.91,-2.38,10.78,7.05,18.98,11.1,1.62,14.8,23.06,38682100.0,1814990000.0,1.67,10.94,Healthcare,Diagnostics & Research,Fleury S.A.,FLEURY      ON      NM,False,352,214,566
845,MAGS3,62.45,24.49,3.13,2.217,0.0,2.12,4.9,15.02,6.65,14.19,14.19,14.76,8.91,3.06,18.74,12.78,0.0,848546000.0,0.13,10.05,,,,,False,419,147,566
452,CPLE6,7.15,3.45,0.91,0.855,18.32,0.393,8.93,5.01,-1.23,6.45,5.09,17.07,25.25,1.22,9.27,26.26,77576900.0,21564100000.0,0.49,12.7,Utilities,Utilities—Diversified,Companhia Paranaense de Energia - COPEL,COPEL       PNB     N2,False,198,370,568
848,EQPA6,10.68,25.1,6.54,3.171,2.9,1.844,11.52,13.51,-6.8,14.71,12.34,23.48,12.63,1.56,18.92,26.05,0.0,3607190000.0,1.3,8.38,Utilities,Utilities—Regulated Electric,Equatorial Pará Distribuidora de Energia S.A.,EQTL PARA   PNB,False,425,144,569
676,SMTO3,43.0,10.41,3.14,2.824,5.42,1.057,6.0,8.3,-3.09,11.08,6.13,34.02,27.14,2.21,14.82,30.21,55575500.0,4842160000.0,1.36,14.03,Consumer Defensive,Confectioners,São Martinho S.A.,SAO MARTINHOON      NM,False,359,210,569
711,OFSA3,25.85,12.24,2.17,1.541,1.83,1.169,2.88,9.68,7.81,11.22,9.41,15.91,12.59,2.97,14.98,17.77,203708.0,641445000.0,0.6,14.8,Healthcare,Drug Manufacturers—Specialty & Generic,Ouro Fino Saúde Animal Participações S.A.,OUROFINO S/AON      NM,False,361,208,569
814,AUTM3,19.7,20.0,1.9,0.709,0.0,0.547,4.08,6.78,-2.42,8.22,8.99,10.47,4.31,1.48,11.93,9.5,0.0,1304250000.0,0.97,28.21,,,,,False,281,289,570
852,TFCO4,10.2,25.86,6.63,4.028,5.81,3.873,7.13,20.13,10.8,20.31,19.59,20.01,15.57,3.35,25.27,25.65,2934560.0,245575000.0,0.32,0.0,Consumer Cyclical,Apparel Retail,Track & Field Co S.A.,TRACK FIELD PN      N2,True,491,82,573
461,ESPA3,4.03,3.58,1.42,1.306,3.53,0.449,5.73,4.68,-1.69,7.63,5.74,27.88,37.36,1.23,11.08,39.75,25199000.0,691061000.0,1.29,0.0,Consumer Cyclical,Personal Services,MPM Corpóreos S.A.,ESPACOLASER ON      NM,False,255,319,574
813,VITT3,13.9,19.89,4.39,2.815,0.7,2.172,7.31,14.27,9.07,15.26,14.26,19.74,14.36,1.67,19.67,22.05,2227520.0,453438000.0,0.64,0.0,Basic Materials,Agricultural Inputs,Vittia Fertilizantes e Biológicos S.A.,VITTIA      ON      NM,False,439,136,575
796,BOAS3,4.75,17.85,1.26,3.525,1.83,0.977,2.06,15.75,3.06,8.74,4.3,22.39,19.75,7.7,12.19,7.06,6791800.0,2001970000.0,0.05,12.81,Financial Services,Credit Services,Boa Vista Serviços S.A.,BOA VISTA   ON      NM,False,296,282,578
714,CRFB3,19.68,12.43,2.29,0.503,4.61,0.663,22.17,8.7,-4.03,9.15,7.19,5.78,4.33,1.06,12.31,18.41,96527900.0,17079000000.0,0.53,12.11,Consumer Defensive,Food Distribution,Atacadão S.A.,CARREFOUR BRON      NM,False,307,274,581
516,CEPE6,27.0,5.36,1.1,0.237,10.09,0.155,3.71,1.81,-0.29,7.22,5.49,13.09,4.42,1.15,9.85,20.52,5167.73,1832000000.0,3.66,12.05,Utilities,Utilities—Regulated Electric,Companhia Energética de Pernambuco - CELPE,CELPE       PNB,False,233,349,582
91,CPNY3,2.35,-11.0,0.42,0.232,0.0,0.054,0.2,1.21,-0.13,4.21,4.21,19.13,-2.11,2.26,5.48,-3.86,0.0,398830000.0,2.33,20.1,,,,,False,108,476,584
736,FRAS3,13.23,13.63,2.63,1.115,2.27,0.934,3.66,8.89,-7.9,10.78,7.98,12.54,8.16,1.95,13.65,19.28,3454100.0,1095570000.0,0.89,30.27,Consumer Cyclical,Auto Parts,Fras-le S.A.,FRAS-LE     ON      N1,False,351,235,586
519,CEPE5,27.02,5.36,1.1,0.237,9.17,0.155,3.71,1.81,-0.29,7.23,5.5,13.09,4.42,1.15,9.85,20.52,5390.59,1832000000.0,3.66,12.05,Utilities,Utilities—Regulated Electric,Companhia Energética de Pernambuco - CELPE,CELPE       PNA,False,236,350,586
812,RENT3,53.21,19.75,5.3,3.702,0.83,1.594,20.61,12.52,-3.75,14.82,12.93,29.57,18.75,1.39,17.67,26.83,376072000.0,7617090000.0,1.63,15.51,Industrials,Rental & Leasing Services,Localiza Rent a Car S.A.,LOCALIZA    ON      NM,False,429,158,587
747,STBP11,14.4,14.43,1.1,1.839,0.0,0.523,2.69,8.57,-2.18,6.09,3.77,21.46,12.75,3.17,8.19,7.61,0.0,2261990000.0,0.18,10.16,,,,,False,185,403,588
479,PTNT4,6.13,4.14,0.86,0.374,3.31,0.381,1.58,4.97,6.9,7.1,4.78,7.53,10.2,1.87,9.57,20.87,97972.0,341078000.0,0.56,11.57,Consumer Cyclical,Apparel Manufacturing,Pettenati S.A. Industria Têxtil,PETTENATI   PN,False,226,362,588
723,LCAM3,23.77,13.1,2.53,1.842,1.72,0.796,25.42,7.24,-1.64,10.99,8.4,25.44,14.06,1.19,13.84,19.35,61722000.0,4772960000.0,1.69,59.06,Industrials,Rental & Leasing Services,Companhia de Locação das Américas,LOCAMERICA  ON      NM,False,356,232,588
793,ABEV3,13.93,17.31,2.65,3.01,4.33,1.582,-916.63,14.29,-13.74,13.28,9.96,21.07,18.01,0.99,15.96,15.33,387310000.0,82643000000.0,0.04,10.4,Consumer Defensive,Beverages—Brewers,Ambev S.A.,AMBEV S/A   ON,False,405,186,591
894,CTIP3,49.5,35.13,8.76,8.248,0.0,3.774,-71.28,21.15,-14.32,21.42,18.26,38.99,23.48,0.85,24.63,24.94,0.0,1486250000.0,0.67,13.43,,,,,False,508,86,594
782,DURA4,31.39,16.35,2.22,2.182,0.0,1.224,17.24,10.12,-10.49,11.47,11.47,21.56,13.39,1.27,14.38,13.59,0.0,1789980000.0,0.52,10.94,,,,,False,372,222,594
784,DURA3,31.9,16.62,2.26,2.218,0.0,1.244,17.52,10.29,-10.66,11.64,11.64,21.56,13.39,1.27,14.38,13.59,0.0,1789980000.0,0.52,10.94,,,,,False,375,221,596
732,AESL4,10081.9,13.32,2.69,1.109,0.0,0.733,10.28,6.81,-1.47,9.75,8.03,16.27,8.32,1.45,12.26,20.17,0.0,4222700000.0,1.32,36.09,,,,,False,325,277,602
731,AESL3,10081.9,13.32,2.69,1.109,0.0,0.733,10.28,6.81,-1.47,9.75,8.03,16.27,8.32,1.45,12.26,20.17,0.0,4222700000.0,1.32,36.09,,,,,False,326,276,602
822,CSED3,4.7,21.02,1.24,0.994,3.2,0.376,2.4,6.17,-0.89,6.4,3.83,16.11,4.73,2.31,8.04,5.89,5503540.0,1448400000.0,0.81,0.0,Consumer Defensive,Education & Training Services,Cruzeiro do Sul Educacional S.A.,CRUZEIRO EDUON      NM,False,195,409,604
456,CYRE4,8.5,3.55,0.55,0.75,0.0,0.258,0.66,4.38,4.67,5.92,5.59,17.11,22.92,3.41,7.23,15.46,0.0,6198680000.0,0.55,14.98,,,,,False,181,425,606
533,VBBR3,22.68,5.72,2.34,0.229,8.93,0.894,2.9,8.4,-8.61,11.18,9.5,2.73,4.01,2.49,12.83,40.93,191860000.0,11287000000.0,0.96,3.95,Consumer Cyclical,Specialty Retail,Vibra Energia S.A.,VIBRA       ON      NM,False,360,250,610
271,CMMA4,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,-1.92,0.0,-79623000.0,0.0,0.0,,,,,True,2,609,611
908,RAIA3,30.5,41.22,2.98,0.897,0.0,1.777,4.31,18.18,5.06,16.73,16.73,4.93,2.18,2.2,17.8,7.22,0.0,635785000.0,0.12,0.0,,,,,False,460,152,612
744,MELK3,3.7,14.34,0.65,1.127,7.66,0.391,0.7,12.13,0.77,4.09,3.84,9.29,9.23,2.69,4.53,4.56,1664410.0,1177750000.0,0.03,0.0,Real Estate,Real Estate Services,Melnick Even Desenvolvimento Imobiliário S.A.,MELNICK     ON      NM,False,104,510,614
867,SEBB11,23.27,28.01,6.44,2.214,0.0,5.279,24.65,23.96,28.94,23.73,23.73,9.24,7.4,2.44,24.15,23.01,0.0,145783000.0,0.01,50.04,,,,,True,522,93,615
753,TCOC3,38.85,14.9,1.8,2.225,0.0,1.307,3.78,14.48,4.39,12.23,12.23,15.37,14.93,2.53,13.98,12.06,0.0,2812920000.0,0.04,16.71,,,,,False,389,228,617
646,CNFB4,5.99,9.01,1.57,1.511,0.0,0.872,3.47,8.27,53.95,10.05,7.85,18.27,16.77,2.2,12.01,17.39,0.0,1552470000.0,0.47,-10.61,,,,,False,333,285,618
917,CEGR3,79.89,43.68,20.32,4.7,1.47,5.547,-37.75,26.29,-11.43,27.55,23.36,17.88,10.76,0.62,25.8,46.52,531.17,1020780000.0,1.17,0.17,Utilities,Utilities—Regulated Gas,Companhia Distribuidora de Gás do Rio de Janeiro - CEG,CEG         ON,False,544,76,620
656,PRNR3,5.98,9.4,1.01,0.61,0.91,0.649,2.38,8.71,3.14,7.86,4.36,7.0,6.73,1.94,9.76,10.72,1011920.0,230946000.0,0.21,3.56,Industrials,Engineering & Construction,Priner Serviços Industriais S.A.,PRINER      ON      NM,True,268,353,621
100,AMAR3,2.94,-7.9,0.83,0.316,0.0,0.228,3.11,3.04,-1.07,7.86,3.69,10.39,0.4,1.17,9.82,-10.46,19932200.0,931310000.0,1.6,-5.28,Consumer Cyclical,Apparel Retail,Marisa Lojas S.A.,LOJAS MARISAON      NM,False,269,352,621
835,TVIT3,19.3,23.46,5.45,1.705,0.0,2.424,175.42,16.02,-12.72,17.14,17.14,10.64,7.27,1.04,17.58,23.24,0.0,314984000.0,0.56,0.0,,,,,False,463,162,625
628,ELPL3,49.32,8.53,4.09,0.471,0.0,0.298,107.5,4.27,-0.46,6.79,5.18,11.04,5.53,1.01,8.0,47.99,0.0,2378300000.0,2.89,10.16,,,,,False,217,411,628
754,ODER4,190.0,14.97,6.05,3.378,1.5,2.926,9.43,17.91,17.69,19.0,17.78,18.86,22.56,1.84,18.8,40.38,0.0,354721000.0,0.49,18.33,Consumer Defensive,Packaged Foods,Conservas Oderich S.A.,ODERICH     PN,False,482,146,628
742,MRSA5B,36.0,14.23,2.47,2.816,0.88,0.963,28.96,9.69,-2.38,11.23,6.2,29.07,19.79,1.19,12.32,17.39,87.8,4946430000.0,0.81,4.07,Industrials,Railroads,MRS Logística S.A.,MRS LOGISTICA,False,365,266,631
741,MRSA6B,36.0,14.23,2.47,2.816,0.88,0.963,28.96,9.69,-2.38,11.23,6.2,29.07,19.79,1.19,12.32,17.39,87.8,4946430000.0,0.81,4.07,Industrials,Railroads,MRS Logística S.A.,MRS LOGISTICA,False,364,268,632
